x, y
-4.992947813822285, 0.04205607476635514
-4.837799717912553, 0.04906542056074766
-4.65444287729196, 0.056074766355140186
-4.464033850493653, 0.04205607476635514
-4.188998589562765, 0.04205607476635514
-3.9069111424541605, 0.04906542056074766
-3.638928067700987, 0.056074766355140186
-3.307475317348378, 0.04205607476635514
-3.0042313117066293, 0.035046728971962614
-2.771509167842031, 0.028037383177570093
-2.545839210155148, 0.04906542056074766
-2.3554301833568405, 0.0630841121495327
-2.2073342736248236, 0.09813084112149532
-2.0662905500705215, 0.17523364485981308
-1.9322990126939348, 0.25934579439252337
-1.8335684062059237, 0.3574766355140187
-1.7559943582510575, 0.49766355140186913
-1.7066290550070522, 0.6378504672897196
-1.6784203102961919, 0.7780373831775701
-1.692524682651622, 0.9322429906542056
-1.7348377997179125, 1.0794392523364487
-1.7912552891396332, 1.1775700934579438
-1.861777150916784, 1.2827102803738317
-1.9534555712270802, 1.3808411214953271
-2.0451339915373765, 1.4509345794392523
-2.1791255289139633, 1.5070093457943925
-2.2919605077574046, 1.5420560747663552
-2.4047954866008463, 1.5560747663551402
-2.5317348377997178, 1.5630841121495327
-2.637517630465444, 1.5841121495327102
-2.785613540197461, 1.6191588785046729
-2.919605077574048, 1.6962616822429906
-3.0253878702397743, 1.780373831775701
-3.1241184767277854, 1.8785046728971961
-3.180535966149506, 2.0257009345794392
-3.2369534555712267, 2.1799065420560746
-3.2369534555712267, 2.3341121495327104
-3.2157968970380817, 2.5163551401869158
-3.1523272214386457, 2.642523364485981
-3.0747531734837796, 2.7546728971962615
-2.9689703808180536, 2.8457943925233646
-2.849083215796897, 2.9299065420560746
-2.757404795486601, 2.9649532710280373
-2.6022566995768686, 2.9929906542056073
-2.4894217207334273, 3.0210280373831777
-2.3554301833568405, 3.0210280373831777
-2.150916784203103, 3.02803738317757
-1.9464033850493654, 3.02803738317757
-1.777150916784203, 3.02803738317757
-1.5796897038081803, 3.02803738317757
-1.403385049365303, 3.0350467289719627
-1.1988716502115655, 3.0490654205607477
-0.9449929478138221, 3.05607476635514
-0.6417489421720735, 3.05607476635514
-0.43723554301833545, 3.0490654205607477
-0.29619181946403383, 3.042056074766355
-0.14809590973201647, 3.042056074766355
