x, y
-4.99184339314845, 0.03989361702127659
-4.975530179445351, 0.19148936170212766
-4.967373572593801, 0.3590425531914893
-4.926590538336052, 0.5345744680851063
-4.877650897226753, 0.7180851063829786
-4.787928221859707, 0.8936170212765957
-4.714518760195759, 1.0691489361702127
-4.641109298531811, 1.2207446808510638
-4.535073409461664, 1.3962765957446808
-4.412724306688418, 1.5638297872340425
-4.290375203915171, 1.7074468085106382
-4.143556280587275, 1.8670212765957446
-3.9885807504078303, 2.0106382978723403
-3.8009787928221863, 2.154255319148936
-3.605220228384992, 2.2819148936170213
-3.4176182707993474, 2.4015957446808507
-3.213703099510604, 2.4893617021276593
-2.969004893964111, 2.601063829787234
-2.740619902120718, 2.6888297872340425
-2.504078303425775, 2.752659574468085
-2.3246329526916805, 2.7925531914893615
-2.112561174551387, 2.832446808510638
-1.908646003262643, 2.856382978723404
-1.7128874388254487, 2.8882978723404253
-1.4845024469820558, 2.9122340425531914
-1.2805872756933119, 2.9202127659574466
-1.0277324632952696, 2.936170212765957
-0.7993474714518767, 2.928191489361702
-0.5628058727569334, 2.9441489361702127
-0.326264274061991, 2.9441489361702127
-0.0897226753670477, 2.9441489361702127
